payment_id,order_id,customer_id,amount,currency,payment_method,status,created_at,settlement_batch_id
PAY_019,ORD_1019,CUST_519,423.50,INR,CARD,CAPTURED,2026-08-02T23:00:00,SET_1002
PAY_020,ORD_1020,CUST_520,440.50,INR,NETBANKING,REFUNDED,2026-08-03T01:00:00,SET_1002
PAY_021,ORD_1021,CUST_521,457.50,INR,UPI,CAPTURED,2026-08-03T03:00:00,SET_1003
PAY_022,ORD_1022,CUST_522,474.50,INR,CARD,CAPTURED,2026-08-03T05:00:00,SET_1003
PAY_023,ORD_1023,CUST_500,491.50,INR,NETBANKING,CAPTURED,2026-08-03T07:00:00,SET_1003
PAY_024,ORD_1024,CUST_501,508.50,INR,UPI,CAPTURED,2026-08-03T09:00:00,SET_1003
PAY_025,ORD_1025,CUST_502,525.50,INR,CARD,CAPTURED,2026-08-03T11:00:00,SET_1003
PAY_026,ORD_1026,CUST_503,542.50,INR,NETBANKING,CAPTURED,2026-08-03T13:00:00,SET_1003
PAY_027,ORD_1027,CUST_504,559.50,INR,UPI,CAPTURED,2026-08-03T15:00:00,SET_1003
PAY_028,ORD_1028,CUST_505,576.50,INR,CARD,CAPTURED,2026-08-03T17:00:00,SET_1003
PAY_029,ORD_1029,CUST_506,593.50,INR,NETBANKING,CAPTURED,2026-08-03T19:00:00,SET_1003
PAY_030,ORD_1030,CUST_507,15000.00,INR,UPI,CAPTURED,2026-08-03T21:00:00,SET_1003
PAY_031,ORD_1031,CUST_508,627.50,INR,CARD,CAPTURED,2026-08-03T23:00:00,SET_1004
PAY_032,ORD_1032,CUST_509,644.50,INR,NETBANKING,CAPTURED,2026-08-04T01:00:00,SET_1004
PAY_033,ORD_1033,CUST_510,661.50,INR,UPI,CAPTURED,2026-08-04T03:00:00,SET_1004
PAY_034,ORD_1034,CUST_511,678.50,INR,CARD,CAPTURED,2026-08-04T05:00:00,SET_1004
PAY_035,ORD_1035,CUST_512,695.50,INR,NETBANKING,CAPTURED,2026-08-04T07:00:00,SET_1004
PAY_036,ORD_1036,CUST_513,712.50,INR,UPI,CAPTURED,2026-08-04T09:00:00,SET_1004
PAY_037,ORD_1037,CUST_514,729.50,INR,CARD,CAPTURED,2026-08-04T11:00:00,SET_1004
PAY_038,ORD_1038,CUST_515,746.50,INR,NETBANKING,CAPTURED,2026-08-04T13:00:00,SET_1004
PAY_039,ORD_1039,CUST_516,763.50,INR,UPI,CAPTURED,2026-08-04T15:00:00,SET_1004
PAY_040,ORD_1040,CUST_517,780.50,INR,CARD,REFUNDED,2026-08-04T17:00:00,SET_1004
PAY_041,ORD_1041,CUST_518,797.50,INR,NETBANKING,CAPTURED,2026-08-04T19:00:00,SET_1005
PAY_042,ORD_1042,CUST_519,814.50,INR,UPI,CAPTURED,2026-08-04T21:00:00,SET_1005
PAY_043,ORD_1043,CUST_520,831.50,INR,CARD,CAPTURED,2026-08-04T23:00:00,SET_1005
PAY_044,ORD_1044,CUST_521,848.50,INR,NETBANKING,CAPTURED,2026-08-05T01:00:00,SET_1005
PAY_045,ORD_1045,CUST_522,15000.00,INR,UPI,CAPTURED,2026-08-05T03:00:00,SET_1005
PAY_046,ORD_1046,CUST_500,882.50,INR,CARD,CAPTURED,2026-08-05T05:00:00,SET_1005
PAY_047,ORD_1047,CUST_501,899.50,INR,NETBANKING,CAPTURED,2026-08-05T07:00:00,SET_1005
PAY_048,ORD_1048,CUST_502,916.50,INR,UPI,CAPTURED,2026-08-05T09:00:00,SET_1005
PAY_049,ORD_1049,CUST_503,933.50,INR,CARD,CAPTURED,2026-08-05T11:00:00,SET_1005
PAY_050,ORD_1050,CUST_504,950.50,INR,NETBANKING,CAPTURED,2026-08-05T13:00:00,SET_1005
PAY_051,ORD_1051,CUST_505,967.50,INR,UPI,CAPTURED,2026-08-05T15:00:00,SET_1006
PAY_052,ORD_1052,CUST_506,984.50,INR,CARD,CAPTURED,2026-08-05T17:00:00,SET_1006
PAY_053,ORD_1053,CUST_507,1001.50,INR,NETBANKING,CAPTURED,2026-08-05T19:00:00,SET_1006
PAY_054,ORD_1054,CUST_508,1018.50,INR,UPI,CAPTURED,2026-08-05T21:00:00,SET_1006
PAY_055,ORD_1055,CUST_509,1035.50,INR,CARD,CAPTURED,2026-08-05T23:00:00,SET_1006
PAY_056,ORD_1056,CUST_510,1052.50,INR,NETBANKING,CAPTURED,2026-08-06T01:00:00,SET_1006
PAY_057,ORD_1057,CUST_511,1069.50,INR,UPI,CAPTURED,2026-08-06T03:00:00,SET_1006
PAY_058,ORD_1058,CUST_512,1086.50,INR,CARD,CAPTURED,2026-08-06T05:00:00,SET_1006
PAY_059,ORD_1059,CUST_513,1103.50,INR,NETBANKING,CAPTURED,2026-08-06T07:00:00,SET_1006
PAY_060,ORD_1060,CUST_514,15000.00,INR,UPI,REFUNDED,2026-08-06T09:00:00,SET_1006
PAY_061,ORD_1061,CUST_515,1137.50,INR,CARD,CAPTURED,2026-08-06T11:00:00,SET_1007
PAY_062,ORD_1062,CUST_516,1154.50,INR,NETBANKING,CAPTURED,2026-08-06T13:00:00,SET_1007
PAY_063,ORD_1063,CUST_517,1171.50,INR,UPI,CAPTURED,2026-08-06T15:00:00,SET_1007
PAY_064,ORD_1064,CUST_518,1188.50,INR,CARD,CAPTURED,2026-08-06T17:00:00,SET_1007
PAY_065,ORD_1065,CUST_519,1205.50,INR,NETBANKING,CAPTURED,2026-08-06T19:00:00,SET_1007
PAY_066,ORD_1066,CUST_520,1222.50,INR,UPI,CAPTURED,2026-08-06T21:00:00,SET_1007
PAY_067,ORD_1067,CUST_521,1239.50,INR,CARD,CAPTURED,2026-08-06T23:00:00,SET_1007
PAY_068,ORD_1068,CUST_522,1256.50,INR,NETBANKING,CAPTURED,2026-08-07T01:00:00,SET_1007
PAY_069,ORD_1069,CUST_500,1273.50,INR,UPI,CAPTURED,2026-08-07T03:00:00,SET_1007
PAY_070,ORD_1070,CUST_501,1290.50,INR,CARD,CAPTURED,2026-08-07T05:00:00,SET_1007
PAY_071,ORD_1071,CUST_502,1307.50,INR,NETBANKING,CAPTURED,2026-08-07T07:00:00,SET_1008
PAY_072,ORD_1072,CUST_503,1324.50,INR,UPI,CAPTURED,2026-08-07T09:00:00,SET_1008
PAY_073,ORD_1073,CUST_504,1341.50,INR,CARD,CAPTURED,2026-08-07T11:00:00,SET_1008
PAY_074,ORD_1074,CUST_505,1358.50,INR,NETBANKING,CAPTURED,2026-08-07T13:00:00,SET_1008
PAY_075,ORD_1075,CUST_506,15000.00,INR,UPI,CAPTURED,2026-08-07T15:00:00,SET_1008
PAY_076,ORD_1076,CUST_507,1392.50,INR,CARD,CAPTURED,2026-08-07T17:00:00,SET_1008
PAY_077,ORD_1077,CUST_508,1409.50,INR,NETBANKING,CAPTURED,2026-08-07T19:00:00,SET_1008
PAY_078,ORD_1078,CUST_509,1426.50,INR,UPI,CAPTURED,2026-08-07T21:00:00,SET_1008
PAY_079,ORD_1079,CUST_510,1443.50,INR,CARD,CAPTURED,2026-08-07T23:00:00,SET_1008
PAY_080,ORD_1080,CUST_511,1460.50,INR,NETBANKING,REFUNDED,2026-08-08T01:00:00,SET_1008
PAY_081,ORD_1081,CUST_512,1477.50,INR,UPI,CAPTURED,2026-08-08T03:00:00,SET_1009
PAY_082,ORD_1082,CUST_513,1494.50,INR,CARD,CAPTURED,2026-08-08T05:00:00,SET_1009
PAY_083,ORD_1083,CUST_514,1511.50,INR,NETBANKING,CAPTURED,2026-08-08T07:00:00,SET_1009
PAY_084,ORD_1084,CUST_515,1528.50,INR,UPI,CAPTURED,2026-08-08T09:00:00,SET_1009
PAY_085,ORD_1085,CUST_516,1545.50,INR,CARD,CAPTURED,2026-08-08T11:00:00,SET_1009
PAY_086,ORD_1086,CUST_517,1562.50,INR,NETBANKING,CAPTURED,2026-08-08T13:00:00,SET_1009
PAY_087,ORD_1087,CUST_518,1579.50,INR,UPI,CAPTURED,2026-08-08T15:00:00,SET_1009
PAY_088,ORD_1088,CUST_519,1596.50,INR,CARD,CAPTURED,2026-08-08T17:00:00,SET_1009
PAY_089,ORD_1089,CUST_520,1613.50,INR,NETBANKING,CAPTURED,2026-08-08T19:00:00,SET_1009
PAY_090,ORD_1090,CUST_521,15000.00,INR,UPI,CAPTURED,2026-08-08T21:00:00,SET_1009
PAY_091,ORD_1091,CUST_522,1647.50,INR,CARD,CAPTURED,2026-08-08T23:00:00,SET_1010
PAY_092,ORD_1092,CUST_500,1664.50,INR,NETBANKING,CAPTURED,2026-08-09T01:00:00,SET_1010
PAY_093,ORD_1093,CUST_501,1681.50,INR,UPI,CAPTURED,2026-08-09T03:00:00,SET_1010
PAY_094,ORD_1094,CUST_502,1698.50,INR,CARD,CAPTURED,2026-08-09T05:00:00,SET_1010
PAY_095,ORD_1095,CUST_503,1715.50,INR,NETBANKING,CAPTURED,2026-08-09T07:00:00,SET_1010
PAY_096,ORD_1096,CUST_504,1732.50,INR,UPI,CAPTURED,2026-08-09T09:00:00,SET_1010
PAY_097,ORD_1097,CUST_505,1749.50,INR,CARD,CAPTURED,2026-08-09T11:00:00,SET_1010
PAY_098,ORD_1098,CUST_506,1766.50,INR,NETBANKING,CAPTURED,2026-08-09T13:00:00,SET_1010
PAY_099,ORD_1099,CUST_507,1783.50,INR,UPI,CAPTURED,2026-08-09T15:00:00,SET_1010
PAY_100,ORD_1100,CUST_508,1800.50,INR,CARD,REFUNDED,2026-08-09T17:00:00,SET_1010
PAY_101,ORD_1101,CUST_509,1817.50,INR,NETBANKING,CAPTURED,2026-08-09T19:00:00,SET_1011
PAY_102,ORD_1102,CUST_510,1834.50,INR,UPI,CAPTURED,2026-08-09T21:00:00,SET_1011
PAY_103,ORD_1103,CUST_511,1851.50,INR,CARD,CAPTURED,2026-08-09T23:00:00,SET_1011
PAY_104,ORD_1104,CUST_512,1868.50,INR,NETBANKING,CAPTURED,2026-08-10T01:00:00,SET_1011
PAY_105,ORD_1105,CUST_513,15000.00,INR,UPI,CAPTURED,2026-08-10T03:00:00,SET_1011
PAY_106,ORD_1106,CUST_514,1902.50,INR,CARD,CAPTURED,2026-08-10T05:00:00,SET_1011
PAY_107,ORD_1107,CUST_515,1919.50,INR,NETBANKING,CAPTURED,2026-08-10T07:00:00,SET_1011
PAY_108,ORD_1108,CUST_516,1936.50,INR,UPI,CAPTURED,2026-08-10T09:00:00,SET_1011
PAY_109,ORD_1109,CUST_517,1953.50,INR,CARD,CAPTURED,2026-08-10T11:00:00,SET_1011
PAY_110,ORD_1110,CUST_518,1970.50,INR,NETBANKING,CAPTURED,2026-08-10T13:00:00,SET_1011
PAY_111,ORD_1111,CUST_519,1987.50,INR,UPI,CAPTURED,2026-08-10T15:00:00,SET_1012
PAY_112,ORD_1112,CUST_520,2004.50,INR,CARD,CAPTURED,2026-08-10T17:00:00,SET_1012
PAY_113,ORD_1113,CUST_521,2021.50,INR,NETBANKING,CAPTURED,2026-08-10T19:00:00,SET_1012
PAY_114,ORD_1114,CUST_522,2038.50,INR,UPI,CAPTURED,2026-08-10T21:00:00,SET_1012
PAY_115,ORD_1115,CUST_500,2055.50,INR,CARD,CAPTURED,2026-08-10T23:00:00,SET_1012
PAY_116,ORD_1116,CUST_501,2072.50,INR,NETBANKING,CAPTURED,2026-08-11T01:00:00,SET_1012
PAY_117,ORD_1117,CUST_502,2089.50,INR,UPI,CAPTURED,2026-08-11T03:00:00,SET_1012
PAY_118,ORD_1118,CUST_503,2106.50,INR,CARD,CAPTURED,2026-08-11T05:00:00,SET_1012
PAY_119,ORD_1119,CUST_504,2123.50,INR,NETBANKING,CAPTURED,2026-08-11T07:00:00,SET_1012
PAY_120,ORD_1120,CUST_505,15000.00,INR,UPI,REFUNDED,2026-08-11T09:00:00,SET_1012
PAY_121,ORD_1121,CUST_506,2157.50,INR,CARD,CAPTURED,2026-08-11T11:00:00,SET_1013
PAY_122,ORD_1122,CUST_507,2174.50,INR,NETBANKING,CAPTURED,2026-08-11T13:00:00,SET_1013
PAY_123,ORD_1123,CUST_508,2191.50,INR,UPI,CAPTURED,2026-08-11T15:00:00,SET_1013
PAY_124,ORD_1124,CUST_509,2208.50,INR,CARD,CAPTURED,2026-08-11T17:00:00,SET_1013
PAY_125,ORD_1125,CUST_510,2225.50,INR,NETBANKING,CAPTURED,2026-08-11T19:00:00,SET_1013
PAY_126,ORD_1126,CUST_511,2242.50,INR,UPI,CAPTURED,2026-08-11T21:00:00,SET_1013
PAY_127,ORD_1127,CUST_512,2259.50,INR,CARD,CAPTURED,2026-08-11T23:00:00,SET_1013
PAY_128,ORD_1128,CUST_513,2276.50,INR,NETBANKING,CAPTURED,2026-08-12T01:00:00,SET_1013
PAY_129,ORD_1129,CUST_514,2293.50,INR,UPI,CAPTURED,2026-08-12T03:00:00,SET_1013
PAY_130,ORD_1130,CUST_515,2310.50,INR,CARD,CAPTURED,2026-08-12T05:00:00,SET_1013
PAY_131,ORD_1131,CUST_516,2327.50,INR,NETBANKING,CAPTURED,2026-08-12T07:00:00,SET_1014
PAY_132,ORD_1132,CUST_517,2344.50,INR,UPI,CAPTURED,2026-08-12T09:00:00,SET_1014
PAY_133,ORD_1133,CUST_518,2361.50,INR,CARD,CAPTURED,2026-08-12T11:00:00,SET_1014
PAY_134,ORD_1134,CUST_519,2378.50,INR,NETBANKING,CAPTURED,2026-08-12T13:00:00,SET_1014
PAY_135,ORD_1135,CUST_520,15000.00,INR,UPI,CAPTURED,2026-08-12T15:00:00,SET_1014
PAY_136,ORD_1136,CUST_521,2412.50,INR,CARD,CAPTURED,2026-08-12T17:00:00,SET_1014
PAY_137,ORD_1137,CUST_522,2429.50,INR,NETBANKING,CAPTURED,2026-08-12T19:00:00,SET_1014
PAY_138,ORD_1138,CUST_500,2446.50,INR,UPI,CAPTURED,2026-08-12T21:00:00,SET_1014
PAY_139,ORD_1139,CUST_501,2463.50,INR,CARD,CAPTURED,2026-08-12T23:00:00,SET_1014
PAY_140,ORD_1140,CUST_502,2480.50,INR,NETBANKING,REFUNDED,2026-08-13T01:00:00,SET_1014
PAY_141,ORD_1141,CUST_503,2497.50,INR,UPI,CAPTURED,2026-08-13T03:00:00,SET_1015
PAY_142,ORD_1142,CUST_504,2514.50,INR,CARD,CAPTURED,2026-08-13T05:00:00,SET_1015
PAY_143,ORD_1143,CUST_505,2531.50,INR,NETBANKING,CAPTURED,2026-08-13T07:00:00,SET_1015
PAY_144,ORD_1144,CUST_506,2548.50,INR,UPI,CAPTURED,2026-08-13T09:00:00,SET_1015
PAY_145,ORD_1145,CUST_507,2565.50,INR,CARD,CAPTURED,2026-08-13T11:00:00,SET_1015
PAY_146,ORD_1146,CUST_508,2582.50,INR,NETBANKING,CAPTURED,2026-08-13T13:00:00,SET_1015
PAY_147,ORD_1147,CUST_509,2599.50,INR,UPI,CAPTURED,2026-08-13T15:00:00,SET_1015
PAY_148,ORD_1148,CUST_510,2616.50,INR,CARD,CAPTURED,2026-08-13T17:00:00,SET_1015
PAY_149,ORD_1149,CUST_511,2633.50,INR,NETBANKING,CAPTURED,2026-08-13T19:00:00,SET_1015
PAY_150,ORD_1150,CUST_512,15000.00,INR,UPI,CAPTURED,2026-08-13T21:00:00,SET_1015
PAY_151,ORD_1151,CUST_513,2667.50,INR,CARD,CAPTURED,2026-08-13T23:00:00,SET_1016
PAY_152,ORD_1152,CUST_514,2684.50,INR,NETBANKING,CAPTURED,2026-08-14T01:00:00,SET_1016
PAY_153,ORD_1153,CUST_515,2701.50,INR,UPI,CAPTURED,2026-08-14T03:00:00,SET_1016
PAY_154,ORD_1154,CUST_516,2718.50,INR,CARD,CAPTURED,2026-08-14T05:00:00,SET_1016
PAY_155,ORD_1155,CUST_517,2735.50,INR,NETBANKING,CAPTURED,2026-08-14T07:00:00,SET_1016
PAY_156,ORD_1156,CUST_518,2752.50,INR,UPI,CAPTURED,2026-08-14T09:00:00,SET_1016
PAY_157,ORD_1157,CUST_519,2769.50,INR,CARD,CAPTURED,2026-08-14T11:00:00,SET_1016
PAY_158,ORD_1158,CUST_520,2786.50,INR,NETBANKING,CAPTURED,2026-08-14T13:00:00,SET_1016
PAY_159,ORD_1159,CUST_521,2803.50,INR,UPI,CAPTURED,2026-08-14T15:00:00,SET_1016
PAY_160,ORD_1160,CUST_522,2820.50,INR,CARD,REFUNDED,2026-08-14T17:00:00,SET_1016
PAY_161,ORD_1161,CUST_500,2837.50,INR,NETBANKING,CAPTURED,2026-08-14T19:00:00,SET_1017
PAY_162,ORD_1162,CUST_501,2854.50,INR,UPI,CAPTURED,2026-08-14T21:00:00,SET_1017
PAY_163,ORD_1163,CUST_502,2871.50,INR,CARD,CAPTURED,2026-08-14T23:00:00,SET_1017
PAY_164,ORD_1164,CUST_503,2888.50,INR,NETBANKING,CAPTURED,2026-08-15T01:00:00,SET_1017
PAY_165,ORD_1165,CUST_504,15000.00,INR,UPI,CAPTURED,2026-08-15T03:00:00,SET_1017
PAY_166,ORD_1166,CUST_505,2922.50,INR,CARD,CAPTURED,2026-08-15T05:00:00,SET_1017
PAY_167,ORD_1167,CUST_506,2939.50,INR,NETBANKING,CAPTURED,2026-08-15T07:00:00,SET_1017
PAY_168,ORD_1168,CUST_507,2956.50,INR,UPI,CAPTURED,2026-08-15T09:00:00,SET_1017
PAY_169,ORD_1169,CUST_508,2973.50,INR,CARD,CAPTURED,2026-08-15T11:00:00,SET_1017
PAY_170,ORD_1170,CUST_509,2990.50,INR,NETBANKING,CAPTURED,2026-08-15T13:00:00,SET_1017
PAY_171,ORD_1171,CUST_510,3007.50,INR,UPI,CAPTURED,2026-08-15T15:00:00,SET_1018
PAY_172,ORD_1172,CUST_511,3024.50,INR,CARD,CAPTURED,2026-08-15T17:00:00,SET_1018
PAY_173,ORD_1173,CUST_512,3041.50,INR,NETBANKING,CAPTURED,2026-08-15T19:00:00,SET_1018
PAY_174,ORD_1174,CUST_513,3058.50,INR,UPI,CAPTURED,2026-08-15T21:00:00,SET_1018
PAY_175,ORD_1175,CUST_514,3075.50,INR,CARD,CAPTURED,2026-08-15T23:00:00,SET_1018
PAY_176,ORD_1176,CUST_515,3092.50,INR,NETBANKING,CAPTURED,2026-08-16T01:00:00,SET_1018
PAY_177,ORD_1177,CUST_516,3109.50,INR,UPI,CAPTURED,2026-08-16T03:00:00,SET_1018
PAY_178,ORD_1178,CUST_517,3126.50,INR,CARD,CAPTURED,2026-08-16T05:00:00,SET_1018
PAY_179,ORD_1179,CUST_518,3143.50,INR,NETBANKING,CAPTURED,2026-08-16T07:00:00,SET_1018
PAY_180,ORD_1180,CUST_519,15000.00,INR,UPI,REFUNDED,2026-08-16T09:00:00,SET_1018
PAY_181,ORD_1181,CUST_520,3177.50,INR,CARD,CAPTURED,2026-08-16T11:00:00,SET_1019
PAY_182,ORD_1182,CUST_521,3194.50,INR,NETBANKING,CAPTURED,2026-08-16T13:00:00,SET_1019
PAY_183,ORD_1183,CUST_522,3211.50,INR,UPI,CAPTURED,2026-08-16T15:00:00,SET_1019
PAY_184,ORD_1184,CUST_500,3228.50,INR,CARD,CAPTURED,2026-08-16T17:00:00,SET_1019
PAY_185,ORD_1185,CUST_501,3245.50,INR,NETBANKING,CAPTURED,2026-08-16T19:00:00,SET_1019
PAY_186,ORD_1186,CUST_502,3262.50,INR,UPI,CAPTURED,2026-08-16T21:00:00,SET_1019
PAY_187,ORD_1187,CUST_503,3279.50,INR,CARD,CAPTURED,2026-08-16T23:00:00,SET_1019
PAY_188,ORD_1188,CUST_504,3296.50,INR,NETBANKING,CAPTURED,2026-08-17T01:00:00,SET_1019
PAY_189,ORD_1189,CUST_505,3313.50,INR,UPI,CAPTURED,2026-08-17T03:00:00,SET_1019
PAY_190,ORD_1190,CUST_506,3330.50,INR,CARD,CAPTURED,2026-08-17T05:00:00,SET_1019
PAY_191,ORD_1191,CUST_507,3347.50,INR,NETBANKING,CAPTURED,2026-08-17T07:00:00,SET_1020
PAY_192,ORD_1192,CUST_508,3364.50,INR,UPI,CAPTURED,2026-08-17T09:00:00,SET_1020
PAY_193,ORD_1193,CUST_509,3381.50,INR,CARD,CAPTURED,2026-08-17T11:00:00,SET_1020
PAY_194,ORD_1194,CUST_510,3398.50,INR,NETBANKING,CAPTURED,2026-08-17T13:00:00,SET_1020
PAY_195,ORD_1195,CUST_511,15000.00,INR,UPI,CAPTURED,2026-08-17T15:00:00,SET_1020
PAY_196,ORD_1196,CUST_512,3432.50,INR,CARD,CAPTURED,2026-08-17T17:00:00,SET_1020
PAY_197,ORD_1197,CUST_513,3449.50,INR,NETBANKING,CAPTURED,2026-08-17T19:00:00,SET_1020
PAY_198,ORD_1198,CUST_514,3466.50,INR,UPI,CAPTURED,2026-08-17T21:00:00,SET_1020
PAY_199,ORD_1199,CUST_515,3483.50,INR,CARD,CAPTURED,2026-08-17T23:00:00,SET_1020
PAY_200,ORD_1200,CUST_516,3500.50,INR,NETBANKING,REFUNDED,2026-08-18T01:00:00,SET_1020
PAY_201,ORD_1201,CUST_517,3517.50,INR,UPI,CAPTURED,2026-08-18T03:00:00,SET_1021
PAY_202,ORD_1202,CUST_518,3534.50,INR,CARD,CAPTURED,2026-08-18T05:00:00,SET_1021
PAY_203,ORD_1203,CUST_519,3551.50,INR,NETBANKING,CAPTURED,2026-08-18T07:00:00,SET_1021
PAY_204,ORD_1204,CUST_520,3568.50,INR,UPI,CAPTURED,2026-08-18T09:00:00,SET_1021
PAY_205,ORD_1205,CUST_521,3585.50,INR,CARD,CAPTURED,2026-08-18T11:00:00,SET_1021
PAY_206,ORD_1206,CUST_522,3602.50,INR,NETBANKING,CAPTURED,2026-08-18T13:00:00,SET_1021
PAY_207,ORD_1207,CUST_500,3619.50,INR,UPI,CAPTURED,2026-08-18T15:00:00,SET_1021
PAY_208,ORD_1208,CUST_501,3636.50,INR,CARD,CAPTURED,2026-08-18T17:00:00,SET_1021
PAY_209,ORD_1209,CUST_502,3653.50,INR,NETBANKING,CAPTURED,2026-08-18T19:00:00,SET_1021
PAY_210,ORD_1210,CUST_503,15000.00,INR,UPI,CAPTURED,2026-08-18T21:00:00,SET_1021
PAY_211,ORD_1211,CUST_504,3687.50,INR,CARD,CAPTURED,2026-08-18T23:00:00,SET_1022
PAY_212,ORD_1212,CUST_505,3704.50,INR,NETBANKING,CAPTURED,2026-08-19T01:00:00,SET_1022
PAY_213,ORD_1213,CUST_506,3721.50,INR,UPI,CAPTURED,2026-08-19T03:00:00,SET_1022
PAY_214,ORD_1214,CUST_507,3738.50,INR,CARD,CAPTURED,2026-08-19T05:00:00,SET_1022
PAY_215,ORD_1215,CUST_508,3755.50,INR,NETBANKING,CAPTURED,2026-08-19T07:00:00,SET_1022
PAY_216,ORD_1216,CUST_509,3772.50,INR,UPI,CAPTURED,2026-08-19T09:00:00,SET_1022
PAY_217,ORD_1217,CUST_510,3789.50,INR,CARD,CAPTURED,2026-08-19T11:00:00,SET_1022
PAY_218,ORD_1218,CUST_511,3806.50,INR,NETBANKING,CAPTURED,2026-08-19T13:00:00,SET_1022
PAY_219,ORD_1219,CUST_512,3823.50,INR,UPI,CAPTURED,2026-08-19T15:00:00,SET_1022
PAY_220,ORD_1220,CUST_513,3840.50,INR,CARD,REFUNDED,2026-08-19T17:00:00,SET_1022
PAY_221,ORD_1221,CUST_514,3857.50,INR,NETBANKING,CAPTURED,2026-08-19T19:00:00,SET_1023
PAY_222,ORD_1222,CUST_515,3874.50,INR,UPI,CAPTURED,2026-08-19T21:00:00,SET_1023
PAY_223,ORD_1223,CUST_516,3891.50,INR,CARD,CAPTURED,2026-08-19T23:00:00,SET_1023
PAY_224,ORD_1224,CUST_517,3908.50,INR,NETBANKING,CAPTURED,2026-08-20T01:00:00,SET_1023
PAY_225,ORD_1225,CUST_518,15000.00,INR,UPI,CAPTURED,2026-08-20T03:00:00,SET_1023
PAY_226,ORD_1226,CUST_519,3942.50,INR,CARD,CAPTURED,2026-08-20T05:00:00,SET_1023
PAY_227,ORD_1227,CUST_520,3959.50,INR,NETBANKING,CAPTURED,2026-08-20T07:00:00,SET_1023
PAY_228,ORD_1228,CUST_521,3976.50,INR,UPI,CAPTURED,2026-08-20T09:00:00,SET_1023
PAY_229,ORD_1229,CUST_522,3993.50,INR,CARD,CAPTURED,2026-08-20T11:00:00,SET_1023
PAY_230,ORD_1230,CUST_500,4010.50,INR,NETBANKING,CAPTURED,2026-08-20T13:00:00,SET_1023
PAY_231,ORD_1231,CUST_501,4027.50,INR,UPI,CAPTURED,2026-08-20T15:00:00,SET_1024
PAY_232,ORD_1232,CUST_502,4044.50,INR,CARD,CAPTURED,2026-08-20T17:00:00,SET_1024
PAY_233,ORD_1233,CUST_503,4061.50,INR,NETBANKING,CAPTURED,2026-08-20T19:00:00,SET_1024
PAY_234,ORD_1234,CUST_504,4078.50,INR,UPI,CAPTURED,2026-08-20T21:00:00,SET_1024
PAY_235,ORD_1235,CUST_505,4095.50,INR,CARD,CAPTURED,2026-08-20T23:00:00,SET_1024
PAY_236,ORD_1236,CUST_506,4112.50,INR,NETBANKING,CAPTURED,2026-08-21T01:00:00,SET_1024
PAY_237,ORD_1237,CUST_507,4129.50,INR,UPI,CAPTURED,2026-08-21T03:00:00,SET_1024
PAY_238,ORD_1238,CUST_508,4146.50,INR,CARD,CAPTURED,2026-08-21T05:00:00,SET_1024
PAY_239,ORD_1239,CUST_509,4163.50,INR,NETBANKING,CAPTURED,2026-08-21T07:00:00,SET_1024
PAY_240,ORD_1240,CUST_510,15000.00,INR,UPI,REFUNDED,2026-08-21T09:00:00,SET_1024
